remixid,artistid
OCR01008,4558
OCR01655,4754
OCR00910,4443
OCR00369,4329
OCR00833,4324
OCR01260,4559
OCR01011,4559
OCR01162,4610
OCR00640,4434
OCR01621,4749
OCR01621,4619
OCR01579,4587
OCR01579,4730
OCR00311,4281
OCR01649,4685
OCR01649,4515
OCR01649,4628
OCR01110,4586
OCR02390,11240
OCR01689,4730
OCR01618,5901
OCR01618,5902
OCR01618,4304
OCR01618,5903
OCR00469,4330
OCR01617,4279
OCR01617,4524
OCR03539,8640
OCR01715,4432
OCR00959,4313
OCR01557,4587
OCR00584,4324
OCR01671,4691
OCR00586,4432
OCR01141,4601
OCR01619,4479
OCR01907,4613
OCR01913,4789
OCR02335,4789
OCR01847,5042
OCR01492,4469
OCR01492,4429
OCR01067,4360
OCR01667,4751
OCR01201,4621
OCR01148,4575
OCR01616,4559
OCR03528,14375
OCR00994,4553
OCR01696,4773
OCR03546,15749
OCR00411,4296
OCR00751,4804
OCR01851,4738
OCR01851,4559
OCR02272,4754
OCR01349,4670
OCR00264,4324
OCR00264,4713
OCR00316,4283
OCR00316,4710
OCR01033,4530
OCR00495,4289
OCR03052,4961
OCR01559,4640
OCR01559,4692
OCR00641,4434
OCR00798,4331
OCR01391,4640
OCR02248,10669
OCR02386,4789
OCR00522,4296
OCR01061,4486
OCR02284,10669
OCR01680,4556
OCR01991,4486
OCR01948,5187
OCR02241,10667
OCR02241,4753
OCR02241,4625
OCR02023,5939
OCR01165,4611
OCR02531,10221
OCR01957,4793
OCR02837,4796
OCR00374,4320
OCR02416,11497
OCR01731,4781
OCR00693,4296
OCR01118,4592
OCR03138,14338
OCR01518,4721
OCR01381,4516
OCR01381,4659
OCR01381,4587
OCR01903,5132
OCR02883,10671
OCR02883,10222
OCR02883,11929
OCR02883,11915
OCR03286,12710
OCR03121,10690
OCR01560,4699
OCR02745,13056
OCR02042,4795
OCR02137,4553
OCR02558,11944
OCR01537,4726
OCR01537,4727
OCR02044,8893
OCR02737,11929
OCR01017,11677
OCR01017,4388
OCR03429,15307
OCR02164,4482
OCR00617,4443
OCR01596,4588
OCR01521,4659
OCR01521,4692
OCR01521,4619
OCR01441,4440
OCR02977,13920
OCR01342,4666
OCR01357,4630
OCR01357,4587
OCR02188,10204
OCR02680,4730
OCR01886,4730
OCR02467,4547
OCR01748,4785
OCR03104,13147
OCR03570,14375
OCR03167,14375
OCR02502,4796
OCR02669,12542
OCR01719,4777
OCR02242,5394
OCR02242,4440
OCR00930,4535
OCR01287,4644
OCR01287,4645
OCR03225,13147
OCR01977,4553
OCR01637,4758
OCR01054,4572
OCR03080,4543
OCR03233,14497
OCR03233,14496
OCR03227,4787
OCR00824,4450
OCR00196,4385
OCR00078,4279
OCR01275,4627
OCR03137,14373
OCR00491,4386
OCR00844,4386
OCR03467,13057
OCR02341,4787
OCR01041,4297
OCR00560,4297
OCR01248,4584
OCR00204,4304
OCR00204,4427
OCR01320,4607
OCR02917,10222
OCR01961,4313
OCR00004,4339
OCR01347,4357
OCR01478,4607
OCR00467,4279
OCR02317,10893
OCR03385,4313
OCR01589,4313
OCR02374,4664
OCR01764,4691
OCR00011,4279
OCR00543,4364
OCR02026,4595
OCR03329,14038
OCR02497,11777
OCR02497,11778
OCR01315,4426
OCR03353,4722
OCR02896,11777
OCR02896,11778
OCR00227,4304
OCR00227,4335
OCR02046,6106
OCR00148,4335
OCR00041,4279
OCR00034,4387
OCR00035,4344
OCR03371,13045
OCR03371,4685
OCR01830,4729
OCR01830,4765
OCR02025,4440
OCR01457,4699
OCR01676,4769
OCR01676,4553
OCR02108,5420
OCR01463,4482
OCR01126,4595
OCR01126,4445
OCR00583,10709
OCR01690,4313
OCR03496,11774
OCR03280,11774
OCR03240,11774
OCR01664,4331
OCR01601,4549
OCR01601,4742
OCR03075,13045
OCR01823,4699
OCR00189,4294
OCR00837,4288
OCR03144,13045
OCR02741,11774
OCR03077,13080
OCR02964,11774
OCR02773,13147
OCR00627,4286
OCR02738,11494
OCR02952,11774
OCR02891,10893
OCR02742,13045
OCR02739,10226
OCR02740,4286
OCR02802,12710
OCR00283,4429
OCR02703,12703
OCR02931,12703
OCR03437,12703
OCR02213,4748
OCR03453,11774
OCR01161,4609
OCR01354,4520
OCR01182,4562
OCR01182,4516
OCR01152,4606
OCR03198,14126
OCR00779,4419
OCR02959,4607
OCR02484,10664
OCR02484,12149
OCR02600,10172
OCR00462,4296
OCR00085,4295
OCR01590,4640
OCR01593,4515
OCR01075,4580
OCR01883,4576
OCR02999,10172
OCR01176,4313
OCR00339,4296
OCR01157,4607
OCR01056,4511
OCR02759,13290
OCR02759,12421
OCR03226,14461
OCR03226,14583
OCR01708,4765
OCR00894,4377
OCR03380,15137
OCR03380,12710
OCR02511,10663
OCR01077,4581
OCR01077,10708
OCR00836,4455
OCR00677,4331
OCR01829,4751
OCR01728,4751
OCR01629,4751
OCR01733,4635
OCR01733,4748
OCR01733,4730
OCR03319,15046
OCR01598,4313
OCR02227,9080
OCR03134,14037
OCR03377,13740
OCR01146,4603
OCR00307,4347
OCR01223,4501
OCR01223,5009
OCR00688,4461
OCR01474,4702
OCR00407,4360
OCR00572,4290
OCR01204,4622
OCR00710,4465
OCR02956,11963
OCR02392,5037
OCR02732,10893
OCR00371,4313
OCR01088,4584
OCR00547,4388
OCR00406,14053
OCR01282,4643
OCR02126,5035
OCR00777,4296
OCR01229,4587
OCR01980,5548
OCR01980,5184
OCR01325,4656
OCR03532,15747
OCR03047,14134
OCR03021,14047
OCR01746,4643
OCR01729,4724
OCR01729,4780
OCR01701,4775
OCR03041,14143
OCR01915,4781
OCR03452,15458
OCR02750,11940
OCR02750,13054
OCR03318,14143
OCR02643,4793
OCR02622,5178
OCR02621,4651
OCR00868,4449
OCR03543,11940
OCR03029,14139
OCR00612,4442
OCR03085,5409
OCR03085,4793
OCR02934,4313
OCR02254,10662
OCR02623,8998
OCR02624,4793
OCR02625,4685
OCR01455,4694
OCR01455,4698
OCR02845,13576
OCR01369,4529
OCR02753,4722
OCR01402,4515
OCR02611,4614
OCR02024,5405
OCR02109,9947
OCR00473,4313
OCR02862,13057
OCR01257,4640
OCR02849,12541
OCR02439,5420
OCR01564,4692
OCR01751,4729
OCR03175,14461
OCR03413,13147
OCR01902,4793
OCR01709,4313
OCR03283,5131
OCR03283,13217
OCR01925,5043
OCR00517,4295
OCR03524,14461
OCR03524,15618
OCR00565,4389
OCR03191,11782
OCR03485,15481
OCR03127,8998
OCR00602,4313
OCR01380,4627
OCR01971,5315
OCR01971,4765
OCR01217,4513
OCR02273,10666
OCR00829,4505
OCR03257,13046
OCR03257,5043
OCR01677,4751
OCR00105,4390
OCR00568,4321
OCR00538,4313
OCR01779,4792
OCR03547,15761
OCR02756,4588
OCR00578,4420
OCR01192,10668
OCR01192,4469
OCR01192,4429
OCR01122,4588
OCR00838,4510
OCR02597,11499
OCR02585,12317
OCR01154,4482
OCR00515,4349
OCR00499,4294
OCR01206,4623
OCR01860,5131
OCR01874,5012
OCR01279,4293
OCR01935,5187
OCR01899,4751
OCR01899,4743
OCR01215,4537
OCR00073,4378
OCR00904,4386
OCR00503,4365
OCR01809,4574
OCR00830,4506
OCR01468,4637
OCR00705,4365
OCR00887,4318
OCR01795,4729
OCR00300,4279
OCR00644,4434
OCR03567,10136
OCR03386,4628
OCR02096,4789
OCR00645,4434
OCR00978,4506
OCR00809,4432
OCR02961,4685
OCR02438,4726
OCR02438,4729
OCR03498,15559
OCR00796,4463
OCR02234,4318
OCR00498,4279
OCR00802,4320
OCR00214,4279
OCR00653,4304
OCR00472,4304
OCR00372,4279
OCR00746,4462
OCR02322,10172
OCR00900,4292
OCR00762,4485
OCR01005,4487
OCR00202,4422
OCR00202,4317
OCR00186,4292
OCR01509,4313
OCR02504,5420
OCR02504,11781
OCR01373,4675
OCR01659,4764
OCR01660,4764
OCR01873,4764
OCR01102,4588
OCR01969,5425
OCR00755,4480
OCR02287,10172
OCR01706,4748
OCR01706,4730
OCR00396,4429
OCR01107,4553
OCR01792,4730
OCR01069,4482
OCR02798,4651
OCR02798,5420
OCR01188,4579
OCR01653,4679
OCR03530,4729
OCR03530,12421
OCR03555,15768
OCR00685,4460
OCR01461,4587
OCR01461,4511
OCR00537,4285
OCR03418,15304
OCR00630,4391
OCR01981,5549
OCR02810,11945
OCR02036,4635
OCR02592,4313
OCR02157,4752
OCR02037,4751
OCR03350,15061
OCR01563,4636
OCR00714,4467
OCR02709,12705
OCR00523,4291
OCR02626,4787
OCR02626,5043
OCR00201,4280
OCR01953,4699
OCR02553,10866
OCR00053,4414
OCR01399,4682
OCR01399,4681
OCR01399,4683
OCR02147,4439
OCR02102,4699
OCR02586,5043
OCR00413,4291
OCR03056,12705
OCR02441,11960
OCR02148,5043
OCR02655,5043
OCR03486,11929
OCR02530,10723
OCR02711,4543
OCR02666,12315
OCR02666,12314
OCR02208,4553
OCR02449,10665
OCR00143,4382
OCR00353,4285
OCR02507,10665
OCR01175,4615
OCR02041,5420
OCR01986,5043
OCR00536,4391
OCR00379,5138
OCR00379,4352
OCR00504,4284
OCR00570,4362
OCR03397,6126
OCR02070,4685
OCR00704,4464
OCR01889,5130
OCR01025,4409
OCR00145,4311
OCR00067,4284
OCR03125,14357
OCR02121,4660
OCR01699,4774
OCR00490,4279
OCR01071,4577
OCR02417,10665
OCR02224,4723
OCR02614,5628
OCR02614,10663
OCR02215,5043
OCR00848,4285
OCR01702,4685
OCR01702,4628
OCR01329,4463
OCR00629,4302
OCR00657,4302
OCR00625,4302
OCR00470,4311
OCR02685,9076
OCR00563,4285
OCR00048,4295
OCR02200,4286
OCR02200,4628
OCR00375,4284
OCR00364,4284
OCR00786,4420
OCR00210,4392
OCR01687,4771
OCR00062,4373
OCR01418,4687
OCR03105,13057
OCR02090,4771
OCR02649,4655
OCR00761,4291
OCR02434,10665
OCR01855,4313
OCR01105,4403
OCR01523,4723
OCR01187,4403
OCR01477,4595
OCR00620,4326
OCR02646,10665
OCR02926,4787
OCR02926,5043
OCR00614,4299
OCR01893,4789
OCR00076,4284
OCR00801,4284
OCR02533,5043
OCR02343,9520
OCR01514,4719
OCR00071,4304
OCR00464,4285
OCR00818,4291
OCR01224,4439
OCR01460,4290
OCR00146,4280
OCR00397,4285
OCR03154,4771
OCR02500,4285
OCR00340,4291
OCR01221,4629
OCR00115,4294
OCR01085,4285
OCR01816,4540
OCR01816,4967
OCR01816,4558
OCR02326,5043
OCR00878,4391
OCR02590,4760
OCR00295,4318
OCR00295,4304
OCR00295,4427
OCR00295,4430
OCR02644,4595
OCR00497,4304
OCR01937,4723
OCR00432,4312
OCR03466,13849
OCR02362,10990
OCR02710,12783
OCR02710,10897
OCR00421,4393
OCR00278,14053
OCR02466,10990
OCR03297,13849
OCR01723,4685
OCR01723,4778
OCR01723,4628
OCR02778,5655
OCR00251,4294
OCR00366,4302
OCR03162,4543
OCR00646,4434
OCR03093,12783
OCR03093,12707
OCR03299,12355
OCR02638,12355
OCR02106,6114
OCR00475,4281
OCR02305,4673
OCR00787,4441
OCR02827,5655
OCR02827,4650
OCR02904,13055
OCR02904,5043
OCR02613,11939
OCR00781,4461
OCR03114,8998
OCR03114,11939
OCR02969,5043
OCR01366,4673
OCR01486,4673
OCR02618,5409
OCR02618,4655
OCR00866,4311
OCR01409,4673
OCR02847,14582
OCR02537,4655
OCR02210,4553
OCR01443,4586
OCR03118,5473
OCR02209,4553
OCR02257,4798
OCR03323,15047
OCR00361,4307
OCR02291,4639
OCR02619,10990
OCR03302,13147
OCR02478,10663
OCR02167,10123
OCR02304,4543
OCR02303,5655
OCR02512,4660
OCR02512,4650
OCR02155,4628
OCR02440,4685
OCR03057,12707
OCR02829,11940
OCR02829,13054
OCR02525,4313
OCR02289,4525
OCR02292,4440
OCR02237,5043
OCR02290,10893
OCR02735,5409
OCR02735,8998
OCR02735,4655
OCR02293,4685
OCR02888,4781
OCR03036,13147
OCR02833,12317
OCR03237,12710
OCR02476,11931
OCR02922,13045
OCR02922,13500
OCR00525,4351
OCR01916,4795
OCR00569,4293
OCR03067,13740
OCR01149,4293
OCR01149,4403
OCR02408,5198
OCR02408,5473
OCR02408,4661
OCR02408,11799
OCR01522,4671
OCR00346,4347
OCR02462,4673
OCR00931,4524
OCR02401,10662
OCR02400,4440
OCR03359,14461
OCR01235,4482
OCR02596,4673
OCR02403,9282
OCR03533,4698
OCR03533,4543
OCR02817,4796
OCR02405,11800
OCR02405,11879
OCR02489,4798
OCR02842,12704
OCR02842,5473
OCR03053,4651
OCR03053,10990
OCR03053,13080
OCR00647,4328
OCR00647,4331
OCR00647,4434
OCR00700,4446
OCR02407,10124
OCR01727,4331
OCR02503,4553
OCR02472,5043
OCR03460,13147
OCR00392,4331
OCR02754,11499
OCR02890,10866
OCR00622,4446
OCR01374,4482
OCR00950,4324
OCR00935,4446
OCR02475,10692
OCR02399,5315
OCR02053,4668
OCR02404,4595
OCR02459,10684
OCR02430,5043
OCR02406,4793
OCR02930,11797
OCR02930,11939
OCR02855,4796
OCR03521,13666
OCR02599,11962
OCR02402,4685
OCR03471,13147
OCR01338,4662
OCR01993,5628
OCR02676,5473
OCR01316,4482
OCR03084,13147
OCR02561,10692
OCR01966,5415
OCR00616,4357
OCR02345,4765
OCR02345,10656
OCR00420,4285
OCR02186,4758
OCR01724,4779
OCR00684,4325
OCR00684,4542
OCR00684,4395
OCR01322,4608
OCR01505,4608
OCR00895,4524
OCR03189,10671
OCR03189,12106
OCR03189,10222
OCR02368,4757
OCR02368,11479
OCR02368,11480
OCR00945,4468
OCR01043,4568
OCR01031,4524
OCR00690,4388
OCR01378,4676
OCR02088,9264
OCR03023,4639
OCR03023,4765
OCR02283,5041
OCR02573,12106
OCR02573,10222
OCR02342,5187
OCR02470,4726
OCR02470,5420
OCR02470,4729
OCR01482,4703
OCR01631,4293
OCR02991,13740
OCR03190,14490
OCR02982,12703
OCR03480,15474
OCR01692,4807
OCR02938,12703
OCR00054,4333
OCR03306,14736
OCR02358,4304
OCR01890,5071
OCR01171,4614
OCR02708,12702
OCR03362,12703
OCR00822,4502
OCR00270,4328
OCR00192,4332
OCR00322,4281
OCR02648,10900
OCR00161,4281
OCR00618,4444
OCR00217,4280
OCR01538,4627
OCR02278,10902
OCR02278,4627
OCR02275,10900
OCR00880,4402
OCR01291,4635
OCR00450,4347
OCR00450,4304
OCR02892,5643
OCR02892,13432
OCR02998,14054
OCR01286,4482
OCR02939,13851
OCR02939,13147
OCR02591,5643
OCR02314,4313
OCR03337,15058
OCR02567,12541
OCR02029,5877
OCR02276,10901
OCR02276,4628
OCR03107,10690
OCR03107,12483
OCR03554,15767
OCR02828,12541
OCR02884,4313
OCR01507,4482
OCR03030,12942
OCR03030,5643
OCR02277,4482
OCR02505,5643
OCR01661,4482
OCR03515,15582
OCR02882,4651
OCR02882,12803
OCR02060,5043
OCR02327,4619
OCR03003,4543
OCR02281,4553
OCR02191,4313
OCR00758,4482
OCR03128,14366
OCR02996,13921
OCR00799,4497
OCR00365,4299
OCR00177,4394
OCR01007,4557
OCR02279,5187
OCR03258,10683
OCR03258,14137
OCR03258,14127
OCR03258,13667
OCR03348,14143
OCR00976,4426
OCR01669,4766
OCR01749,4313
OCR02111,4664
OCR02111,4304
OCR02111,8358
OCR02422,4537
OCR01848,4504
OCR01539,4728
OCR02510,12319
OCR02510,12318
OCR02510,12320
OCR02510,12321
OCR02510,12322
OCR01872,4705
OCR02474,10222
OCR02474,11915
OCR03390,4594
OCR03390,14924
OCR02300,4685
OCR02282,5409
OCR02282,4793
OCR02263,10773
OCR02263,5406
OCR02263,10774
OCR03289,4743
OCR02259,4660
OCR02259,5420
OCR01734,4743
OCR00344,4429
OCR02509,4720
OCR00487,4318
OCR02260,10772
OCR02260,10771
OCR02261,4598
OCR02421,5392
OCR02316,4754
OCR00309,4280
OCR02446,11967
OCR02262,4777
OCR02262,5420
OCR02262,4695
OCR02264,5178
OCR02138,4668
OCR02296,4726
OCR02296,4729
OCR02285,5420
OCR02397,10994
OCR02397,10995
OCR01384,4673
OCR00867,4443
OCR00338,4395
OCR00604,4364
OCR00713,4466
OCR01030,4501
OCR01030,4564
OCR00934,4512
OCR02166,4673
OCR00662,4453
OCR01321,4543
OCR01068,4550
OCR01345,4667
OCR00363,4426
OCR00363,4320
OCR00287,4301
OCR02471,11785
OCR00384,4338
OCR01397,4619
OCR00897,4433
OCR00897,4525
OCR01700,4280
OCR02791,4793
OCR02010,4751
OCR02051,8981
OCR01119,4594
OCR02299,4594
OCR00190,4338
OCR00005,4339
OCR00042,4341
OCR00875,4522
OCR01960,4720
OCR02879,11929
OCR02175,10224
OCR00021,4343
OCR02734,13148
OCR02734,138
OCR01403,4433
OCR00158,4332
OCR00028,4396
OCR03557,10136
OCR00221,4280
OCR01949,5392
OCR00951,4412
OCR00951,4511
OCR02843,11775
OCR03463,8998
OCR00012,4397
OCR01419,4666
OCR02448,10669
OCR02145,4666
OCR01551,4608
OCR01543,4664
OCR00370,4383
OCR00370,4299
OCR00821,4501
OCR01761,4520
OCR00610,4441
OCR00765,4488
OCR02901,4696
OCR01094,4501
OCR02675,11797
OCR02675,12932
OCR00915,4318
OCR03165,4482
OCR02580,4482
OCR00013,4279
OCR00953,4518
OCR01271,4463
OCR00182,4279
OCR01065,4516
OCR00712,4463
OCR00534,4346
OCR02993,13850
OCR00006,4279
OCR00757,4463
OCR00509,4279
OCR00089,4279
OCR00898,4330
OCR01534,4574
OCR00961,4510
OCR00697,4463
OCR01849,4628
OCR02394,4729
OCR01846,4781
OCR01870,4729
OCR02616,12559
OCR02616,10692
OCR01550,4729
OCR01974,4594
OCR02052,5043
OCR01548,4619
OCR02425,4793
OCR01895,4588
OCR02584,4793
OCR02617,4793
OCR02672,4793
OCR03356,13666
OCR03356,14734
OCR01057,4573
OCR02424,9947
OCR02424,4793
OCR02426,9947
OCR02486,11939
OCR02811,4313
OCR00782,4313
OCR02361,4795
OCR02361,5043
OCR02729,10990
OCR02729,13081
OCR02727,11939
OCR01898,5178
OCR02779,10665
OCR02192,4793
OCR02192,5178
OCR02192,5043
OCR02199,5178
OCR02256,5178
OCR02731,4793
OCR02880,10665
OCR02801,4656
OCR02942,4651
OCR02195,5043
OCR02728,13080
OCR03270,14594
OCR02321,9947
OCR02267,5043
OCR02889,12706
OCR02271,10665
OCR02593,10665
OCR02994,13853
OCR02665,10665
OCR02706,10665
OCR02513,11489
OCR02681,10665
OCR02485,10665
OCR03069,10665
OCR02288,9847
OCR02194,4754
OCR01650,4619
OCR03320,12540
OCR03037,14039
OCR02198,4651
OCR03451,14734
OCR02514,11776
OCR02197,4761
OCR02236,10674
OCR03009,13042
OCR02203,5178
OCR02216,4793
OCR02391,4795
OCR01603,4730
OCR03504,15311
OCR02536,10665
OCR02369,10665
OCR03454,15298
OCR02196,4793
OCR02193,4619
OCR03476,15467
OCR03505,5473
OCR03493,13147
OCR02324,10690
OCR02324,5420
OCR03060,13147
OCR03076,12783
OCR03531,13147
OCR02730,4796
OCR03368,13147
OCR03426,15305
OCR01838,5037
OCR03259,12710
OCR03310,13046
OCR02620,8981
OCR00334,4349
OCR02153,5178
OCR01638,4313
OCR03039,12364
OCR02473,11494
OCR00448,4299
OCR00165,4335
OCR00180,4332
OCR00605,4439
OCR01128,4596
OCR00301,4301
OCR02487,9047
OCR00380,4346
OCR02393,5386
OCR03406,4339
OCR02214,5420
OCR00332,4328
OCR01673,4730
OCR00416,4323
OCR00892,4320
OCR00648,4434
OCR00328,4338
OCR00331,4281
OCR00325,4283
OCR00918,4531
OCR00333,4429
OCR00327,4301
OCR00330,4318
OCR00326,4398
OCR00329,4292
OCR01670,4694
OCR01670,4767
OCR01959,4729
OCR01801,4769
OCR01801,4553
OCR01720,4553
OCR02715,4729
OCR01768,4553
OCR01811,4769
OCR01811,4553
OCR01232,4613
OCR00874,4297
OCR01082,4331
OCR01481,4619
OCR01476,4651
OCR00914,4280
OCR02450,11774
OCR03473,13147
OCR01891,4297
OCR02169,5392
OCR02170,4724
OCR02170,4780
OCR02170,5041
OCR02168,10202
OCR01897,4692
OCR01127,4508
OCR00431,4310
OCR00431,4711
OCR02418,4787
OCR02418,4729
OCR03499,4313
OCR02604,5655
OCR02150,4759
OCR02151,4751
OCR02280,5043
OCR01679,4728
OCR00694,4300
OCR02125,9514
OCR00476,4309
OCR02571,11774
OCR02571,4655
OCR00732,4313
OCR00521,4290
OCR01337,4518
OCR00666,4454
OCR02935,11963
OCR00815,4465
OCR03124,14332
OCR03389,13147
OCR00007,4279
OCR01787,4685
OCR01787,4796
OCR01967,4640
OCR02084,4758
OCR01155,4512
OCR00430,4288
OCR01854,4779
OCR00443,4313
OCR02016,4673
OCR00941,4313
OCR02887,4656
OCR00901,4527
OCR02378,4729
OCR01992,5035
OCR01111,4311
OCR00906,4368
OCR02083,5178
OCR01856,5035
OCR01343,4482
OCR01246,4627
OCR01951,4627
OCR01662,4313
OCR02377,5198
OCR02377,11582
OCR03295,4723
OCR00631,4420
OCR01116,4591
OCR00444,4425
OCR00444,4304
OCR02714,13047
OCR01487,4704
OCR00912,4486
OCR00588,4434
OCR01220,4516
OCR01220,4625
OCR01404,4661
OCR01024,4516
OCR01485,4627
OCR00403,4301
OCR00336,4280
OCR03472,4795
OCR00391,4292
OCR03300,14134
OCR02937,4777
OCR01336,4661
OCR01341,4649
OCR01341,4664
OCR01341,4665
OCR03392,4799
OCR03414,5036
OCR01084,4283
OCR01172,4554
OCR01955,4486
OCR00974,4301
OCR00974,4425
OCR00974,4304
OCR00352,4294
OCR01984,5180
OCR00859,4486
OCR03415,15232
OCR01683,4482
OCR02104,4574
OCR01250,4279
OCR00661,4451
OCR00707,4445
OCR00557,4399
OCR00425,4328
OCR01532,4558
OCR02061,4795
OCR03079,4795
OCR00226,4325
OCR00226,4542
OCR01237,4632
OCR01237,4619
OCR00667,4452
OCR01019,4447
OCR01444,4559
OCR01643,4685
OCR01340,4663
OCR02258,10704
OCR01170,4589
OCR01103,4589
OCR01769,4751
OCR00162,4338
OCR00124,4282
OCR00175,4338
OCR00179,4338
OCR01586,4740
OCR01586,4587
OCR02832,11490
OCR01657,4762
OCR01657,4761
OCR01657,4685
OCR01657,4763
OCR01445,4647
OCR02853,13043
OCR01570,4736
OCR00229,4281
OCR00597,4321
OCR00593,4436
OCR00409,4362
OCR03091,14330
OCR03091,11481
OCR02490,4324
OCR02112,36
OCR01372,4674
OCR01372,4625
OCR02941,4656
OCR02411,4759
OCR00846,4318
OCR01205,4609
OCR03355,4627
OCR00218,4338
OCR01159,4608
OCR03400,4703
OCR02641,4318
OCR03525,5184
OCR03525,15586
OCR01233,4516
OCR01511,4463
OCR01052,4324
OCR01052,4511
OCR01301,4648
OCR01191,4617
OCR00433,4295
OCR00433,4423
OCR00001,4279
OCR00090,4279
OCR00080,4297
OCR02556,11774
OCR00949,4297
OCR01292,4433
OCR03172,4703
OCR03032,12783
OCR03017,11939
OCR03016,11963
OCR01843,4694
OCR01843,4695
OCR00756,4481
OCR00385,4288
OCR03461,15461
OCR02683,12701
OCR00451,4283
OCR00451,4299
OCR00711,4420
OCR00946,4299
OCR02523,5040
OCR03346,14923
OCR02099,4726
OCR02099,4751
OCR02492,4469
OCR02492,4429
OCR02050,6112
OCR02050,6107
OCR01834,4619
OCR01833,4753
OCR00083,4340
OCR00730,4299
OCR01109,4590
OCR03379,4655
OCR01158,4313
OCR02808,4729
OCR03365,15067
OCR01647,4671
OCR00939,4279
OCR01753,4772
OCR01693,4283
OCR01693,4299
OCR02628,5041
OCR01405,4627
OCR02563,11943
OCR01044,4482
OCR01393,4331
OCR02066,5420
OCR01016,4331
OCR02532,5876
OCR03562,5043
OCR02606,5131
OCR00442,4161
OCR00442,4354
OCR01958,5396
OCR00508,4286
OCR01544,4687
OCR01376,4287
OCR01087,4297
OCR01465,4690
OCR01465,4694
