remixid,artistid
OCR01465,4659
OCR01465,4700
OCR01465,4628
OCR02382,10989
OCR00248,4287
OCR01556,4687
OCR01794,4598
OCR01324,4655
OCR00611,4354
OCR03014,13049
OCR02610,5315
OCR00260,14053
OCR01738,4656
OCR02589,4656
OCR00112,4287
OCR02667,9047
OCR00489,4287
OCR00427,4287
OCR00749,14053
OCR02370,5386
OCR02367,4781
OCR01160,4543
OCR02187,4793
OCR03301,14939
OCR03301,14938
OCR03301,14940
OCR03301,14941
OCR03301,14942
OCR00682,4280
OCR00982,4482
OCR00389,4354
OCR03169,13420
OCR03360,12131
OCR00709,4354
OCR03012,14062
OCR01134,4598
OCR03054,12541
OCR03054,14131
OCR03081,11774
OCR03027,4655
OCR00742,4478
OCR00702,4391
OCR02782,13214
OCR02782,10893
OCR02787,10894
OCR02787,5420
OCR00606,4295
OCR00263,4295
OCR02785,12707
OCR02775,10897
OCR02775,12707
OCR02874,13666
OCR02790,13049
OCR00944,4391
OCR02789,13496
OCR00851,4391
OCR02940,11929
OCR02940,5178
OCR02781,4287
OCR02781,13437
OCR03549,14930
OCR02747,10893
OCR02747,13217
OCR02788,13435
OCR02783,13434
OCR02786,4793
OCR02786,10893
OCR02784,11939
OCR03102,10894
OCR03102,14339
OCR02705,4655
OCR03427,15309
OCR03324,14064
OCR00480,4286
OCR02235,10226
OCR03287,13496
OCR03373,13046
OCR03218,5131
OCR02190,10319
OCR02221,4651
OCR02878,13664
OCR02244,5043
OCR01169,4286
OCR01416,4686
OCR02986,12541
OCR02986,13578
OCR02063,4793
OCR02297,4553
OCR02240,4798
OCR02325,5473
OCR02325,10685
OCR03108,4655
OCR00986,4297
OCR01624,4723
OCR01624,4692
OCR02295,5409
OCR02295,4655
OCR00459,4301
OCR01346,4661
OCR00691,4279
OCR01365,4553
OCR01712,4482
OCR01712,4685
OCR03090,4668
OCR03090,14333
OCR00305,4287
OCR03219,4543
OCR02269,4793
OCR02269,9962
OCR02269,5178
OCR02631,10319
OCR02877,13671
OCR02877,13672
OCR03375,4543
OCR01975,5473
OCR01975,5474
OCR03565,12710
OCR01006,4518
OCR03561,14461
OCR03561,15772
OCR03561,15771
OCR03561,14980
OCR03561,13677
OCR02220,4793
OCR01580,4595
OCR02223,4687
OCR02219,4729
OCR02219,4765
OCR02222,4724
OCR02222,4661
OCR02122,5043
OCR01998,4793
OCR02988,10990
OCR00337,4320
OCR01032,4565
OCR02337,10669
OCR03495,15557
OCR03563,13500
OCR00110,4287
OCR03133,13670
OCR02064,4781
OCR00412,4286
OCR02713,12131
OCR01129,4482
OCR02795,12711
OCR01763,4705
OCR03235,14582
OCR02429,10669
OCR01945,4744
OCR02746,12706
OCR01600,4808
OCR00797,4496
OCR01121,4313
OCR03196,4651
OCR03196,11939
OCR01327,4518
OCR03303,10990
OCR03303,13080
OCR01214,4331
OCR03564,4558
OCR00968,4543
OCR01425,4691
OCR01588,4594
OCR03374,14038
OCR01926,5315
OCR00665,4287
OCR00665,4286
OCR01566,4635
OCR00943,4482
OCR01010,4482
OCR02013,4463
OCR02301,5043
OCR00759,4483
OCR00474,4297
OCR02469,4758
OCR02065,4553
OCR03152,4793
OCR03152,4798
OCR00240,4280
OCR01526,4501
OCR00246,4280
OCR00362,4287
OCR01592,4625
OCR03155,12783
OCR02583,12352
OCR01350,4668
OCR01350,4669
OCR02819,13049
OCR03470,15465
OCR01440,4695
OCR01440,4691
OCR02123,4651
OCR01528,4647
OCR01528,4625
OCR01089,4585
OCR01888,5043
OCR00812,14053
OCR01952,5391
OCR01952,5041
OCR00882,4518
OCR01181,4297
OCR03038,5655
OCR03038,12421
OCR01196,4618
OCR02678,4772
OCR00530,4287
OCR01527,4671
OCR02813,13051
OCR02435,4440
OCR02435,4799
OCR01269,4560
OCR01269,4543
OCR01131,4597
OCR01284,4486
OCR00194,4280
OCR00587,4433
OCR00502,4350
OCR00009,4279
OCR01236,4403
OCR01323,4639
OCR00858,4368
OCR00050,4279
OCR03095,5180
OCR02897,11774
OCR00528,4338
OCR01047,4570
OCR03434,10902
OCR03434,4627
OCR01772,4758
OCR02751,11782
OCR00046,4400
OCR00481,4401
OCR03033,13049
OCR00938,4513
OCR01484,4513
OCR01136,4513
OCR01190,4513
OCR01767,4781
OCR00040,4279
OCR01361,4279
OCR00996,4420
OCR03494,14736
OCR00806,4440
OCR01083,4440
OCR01406,4684
OCR02461,11940
OCR01488,4684
OCR02008,5420
OCR02008,4720
OCR01074,4516
OCR01388,4679
OCR01211,4625
OCR01503,4642
OCR00933,4426
OCR00735,4318
OCR02089,4721
OCR03087,11774
OCR02800,5655
OCR02800,12364
OCR00237,4292
OCR01755,4518
OCR01755,4750
OCR03432,4729
OCR03432,12421
OCR00446,4355
OCR00373,4282
OCR01312,4652
OCR01312,4653
OCR02059,5315
OCR01429,4553
OCR01429,4290
OCR01117,4530
OCR02886,13213
OCR02830,11499
OCR03268,5041
OCR00698,4419
OCR00546,4297
OCR03242,14593
OCR03517,15583
OCR00151,4280
OCR02627,12312
OCR00567,4280
OCR01784,4284
OCR01784,4429
OCR01254,4297
OCR02383,4553
OCR02383,4290
OCR02383,10274
OCR02755,4729
OCR01785,4635
OCR02797,10866
OCR00438,4280
OCR02027,6016
OCR01194,4453
OCR00964,4297
OCR03078,14038
OCR00149,4280
OCR01782,4279
OCR02268,10724
OCR02761,4444
OCR01783,4809
OCR00466,4280
OCR01230,4608
OCR00458,4286
OCR02491,4641
OCR01001,4313
OCR01775,4304
OCR02609,5097
OCR02609,12712
OCR02609,4586
OCR01750,4320
OCR02824,10663
OCR00434,4279
OCR00414,4403
OCR02990,13849
OCR01266,4641
OCR01934,4787
OCR03369,10663
OCR00418,4280
OCR01270,4286
OCR03363,15066
OCR03291,4543
OCR03566,15833
OCR00581,4280
OCR02780,6106
OCR02250,5043
OCR01167,4613
OCR01757,4682
OCR01757,4726
OCR02233,10661
OCR00729,4419
OCR02251,4682
OCR00564,4353
OCR01239,4547
OCR02957,12783
OCR00483,4300
OCR00993,4391
OCR00010,4279
OCR01578,4613
OCR01578,4628
OCR00181,4280
OCR00437,4301
OCR00345,4402
OCR00886,4297
OCR00911,4391
OCR00664,4391
OCR00788,4402
OCR00923,4297
OCR01168,4463
OCR00909,4518
OCR01222,4589
OCR01222,4558
OCR01268,4586
OCR02410,4586
OCR00843,4511
OCR03541,14461
OCR03541,15681
OCR03541,15680
OCR03541,15682
OCR03541,12064
OCR00347,4305
OCR02255,10222
OCR02039,5315
OCR01300,4647
OCR01554,4326
OCR03250,14606
OCR03250,14605
OCR03271,14736
OCR00387,4280
OCR02375,11481
OCR03343,14736
OCR03458,13849
OCR03247,4655
OCR00356,4279
OCR01212,4554
OCR03028,4703
OCR03527,4627
OCR03548,11498
OCR03548,12540
OCR03278,11939
OCR03540,14461
OCR03540,14980
OCR03540,13677
OCR01297,4584
OCR01195,4578
OCR03249,13147
OCR03251,10900
OCR03248,14607
OCR01714,4313
OCR02576,5183
OCR02576,4655
OCR01832,4777
OCR02307,4749
OCR02307,10683
OCR02307,5420
OCR02307,4293
OCR02306,5420
OCR02306,5043
OCR02308,4685
OCR01713,4540
OCR01713,4304
OCR01713,4427
OCR01713,4290
OCR01713,4558
OCR02309,4668
OCR02309,11082
OCR02309,4720
OCR02309,8498
OCR02309,10691
OCR01858,4695
OCR01774,4579
OCR01472,4638
OCR03089,13045
OCR03089,13500
OCR03089,10656
OCR03089,12064
OCR00166,4280
OCR01771,4685
OCR00929,4286
OCR03264,13049
OCR03263,5655
OCR03263,12064
OCR01947,5393
OCR01611,4748
OCR02973,4754
OCR02973,4748
OCR03183,4324
OCR03183,4694
OCR02970,4748
OCR01311,4651
OCR03282,14927
OCR02908,4748
OCR02911,13845
OCR02911,10893
OCR00137,4280
OCR03059,11940
OCR00952,4420
OCR02913,4787
OCR03366,13046
OCR03366,10690
OCR02972,12541
OCR03013,4748
OCR02910,4796
OCR01583,4582
OCR02909,4754
OCR03193,12352
OCR00405,4279
OCR01252,4638
OCR03462,11940
OCR02912,4793
OCR02907,4787
OCR03215,14134
OCR02876,11963
OCR02974,4793
OCR00428,4291
OCR00739,4477
OCR01328,4658
OCR01942,5180
OCR00111,4332
OCR00126,4280
OCR02587,4440
OCR00683,4459
OCR00683,4607
OCR00683,4708
OCR00019,4405
OCR00055,4279
OCR01599,4627
OCR03100,4324
OCR03100,4694
OCR01517,4699
OCR00215,4281
OCR00081,4314
OCR01516,4548
OCR02031,5879
OCR03419,13046
OCR00493,4406
OCR02921,12422
OCR02062,4751
OCR00598,4437
OCR00962,4477
OCR01466,4701
OCR00268,4345
OCR01585,4699
OCR02115,4673
OCR03213,14492
OCR00577,4418
OCR00558,4404
OCR00514,4280
OCR00865,4518
OCR00970,4281
OCR00323,4304
OCR01063,4575
OCR01778,4791
OCR02049,5569
OCR03459,5043
OCR00736,4476
OCR00349,4318
OCR00349,4424
OCR03396,11963
OCR02286,5178
OCR02183,10277
OCR02595,9047
OCR01944,5386
OCR03216,12942
OCR03216,14577
OCR02032,4803
OCR03217,4290
OCR02165,5184
OCR00728,4456
OCR00686,4313
OCR02629,12541
OCR00463,4301
OCR00463,4320
OCR03256,13849
OCR02818,13050
OCR01866,9947
OCR02019,5043
OCR03491,12783
OCR03113,14329
OCR03542,11940
OCR02313,10710
OCR00835,4509
OCR01000,4279
OCR00188,4280
OCR03490,4440
OCR00724,4443
OCR03488,5043
OCR03511,11940
OCR01799,4313
OCR00314,4296
OCR03535,8640
OCR03535,12064
OCR03489,10670
OCR01654,4743
OCR01642,4759
OCR01108,4168
OCR00224,4296
OCR03492,8998
OCR03492,11939
OCR01027,4503
OCR03487,11963
OCR03500,4279
OCR01348,4559
OCR01073,4578
OCR01073,4579
OCR03497,4787
OCR03045,13511
OCR03045,10893
OCR03294,14737
OCR02702,11938
OCR02772,13361
OCR00908,4529
OCR02659,12422
OCR03314,14983
OCR01262,4584
OCR00896,4441
OCR01332,4640
OCR03266,13436
OCR03265,4440
OCR01542,4579
OCR03559,15769
OCR01558,4628
OCR03214,14495
OCR02081,9076
OCR00888,4803
OCR01147,4602
OCR00439,4279
OCR00304,4362
OCR03372,15136
OCR02522,11932
OCR01760,4723
OCR03272,14734
OCR00232,4279
OCR03430,15059
OCR02749,13052
OCR00860,4280
OCR00544,4280
OCR02239,9947
OCR01652,4588
OCR00184,4280
OCR02068,8119
OCR03417,4656
OCR00456,4306
OCR00485,4280
OCR02534,11429
OCR02159,4284
OCR02118,5406
OCR02118,5940
OCR02158,4651
OCR01080,4420
OCR02318,4628
OCR02274,4605
OCR01933,4768
OCR02927,10900
OCR01112,4529
OCR00891,4331
OCR00891,4283
OCR00891,4288
OCR01473,4691
OCR03325,5473
OCR00423,14053
OCR03174,13849
OCR02671,12351
OCR02182,4313
OCR00654,4331
OCR01305,4530
OCR02373,4795
OCR03200,4772
OCR01390,4680
OCR00535,4281
OCR01717,4773
OCR01828,4482
OCR01820,4635
OCR02515,10900
OCR01800,4440
OCR01739,4659
OCR01739,4628
OCR01869,4724
OCR00850,4283
OCR00348,4307
OCR00573,4363
OCR02445,11797
OCR01675,4758
OCR01028,4283
OCR00381,4313
OCR01048,4420
OCR01770,4627
OCR02712,9851
OCR02181,4635
OCR01804,4787
OCR01039,4501
OCR01420,4688
OCR01747,4784
OCR00967,4524
OCR00555,4331
OCR03072,12783
OCR02579,10226
OCR02364,9947
OCR03502,15560
OCR02821,13217
OCR03074,4482
OCR03370,10990
OCR03184,10990
OCR03269,14607
OCR03376,14927
OCR03068,5655
OCR03068,4729
OCR03156,4628
OCR02820,13217
OCR02822,13217
OCR03202,10663
OCR02858,12352
OCR00058,4279
OCR01480,4628
OCR01498,4286
OCR01498,4691
OCR01479,4673
OCR01036,4475
OCR03387,15205
OCR02807,4543
OCR00985,4547
OCR00453,4280
OCR00819,4419
OCR00478,4280
OCR01278,4403
OCR02028,4659
OCR02028,4628
OCR00574,4295
OCR00608,4331
OCR03046,4543
OCR02431,11551
OCR01625,4756
OCR03245,4543
OCR02176,4628
OCR01789,4798
OCR01965,4695
OCR01815,4649
OCR01815,4750
OCR01076,4450
OCR00715,4432
OCR01817,4754
OCR01817,4787
OCR03560,14375
OCR00942,4538
OCR01819,4994
OCR01827,4685
OCR01814,4769
OCR01814,4579
OCR03464,15462
OCR01500,4279
OCR01812,4579
OCR01812,4685
OCR01979,4723
OCR01979,4291
OCR01979,5183
OCR01979,4293
OCR01932,4543
OCR01813,4639
OCR01813,4720
OCR02087,4994
OCR02087,4698
OCR01850,4685
OCR02018,4628
OCR02133,4673
OCR00681,4297
OCR02129,4574
OCR02177,4440
OCR02409,4627
OCR00501,10681
OCR00501,4416
OCR01939,4760
OCR01939,5181
OCR01939,5182
OCR02178,4760
OCR01144,4313
OCR02865,5041
OCR02867,4685
OCR02867,5043
OCR02869,4685
OCR03135,14379
OCR03135,6114
OCR03135,14381
OCR03135,14380
OCR02863,5182
OCR02863,13432
OCR02868,13678
OCR01730,4685
OCR01730,4628
OCR02366,4685
OCR02866,13432
OCR01584,4739
OCR01280,4613
OCR01280,4628
OCR02864,11929
OCR03110,12710
OCR00884,4279
OCR02823,13045
OCR00671,4456
OCR03006,13851
OCR03006,13147
OCR01139,4600
OCR01026,4563
OCR01721,4729
OCR01335,4547
OCR00763,4486
OCR01251,4486
OCR00626,4323
OCR03456,4703
OCR01273,4486
OCR00064,4373
OCR00064,4716
OCR00094,4356
OCR02948,4543
OCR00826,4280
OCR01609,4651
OCR00155,4280
OCR01413,4559
OCR00014,4279
OCR02457,11895
OCR02202,4673
OCR01499,4707
OCR00258,4417
OCR01553,4730
OCR01780,4793
OCR00127,4281
OCR01263,4313
OCR00741,68
OCR01491,4313
OCR02376,4726
OCR02376,4729
OCR03097,4723
OCR03098,4723
OCR01608,4705
OCR01793,4311
OCR00808,4313
OCR01123,4562
OCR01123,4516
OCR02302,4635
OCR00600,4288
OCR01151,4604
OCR01216,4626
OCR00876,4420
OCR01207,4562
OCR03522,11143
OCR01777,4790
OCR02771,12541
OCR03326,4767
OCR02636,4347
OCR02174,10007
OCR00468,4292
OCR01607,4746
OCR01561,4731
OCR00254,4429
OCR01437,4331
OCR00692,4462
OCR00774,4420
OCR00576,4419
OCR03358,4772
OCR00807,4443
OCR01218,4627
OCR00607,4420
OCR01436,4627
OCR01398,4558
OCR01459,4420
OCR01382,4677
OCR00358,4338
OCR00398,4282
OCR00780,4391
OCR00066,4279
OCR01037,4391
OCR02581,5043
OCR00903,4528
OCR01072,4391
OCR02995,13852
OCR03173,14374
OCR02310,6106
OCR02615,12106
OCR02615,10222
OCR00920,4455
OCR00920,4432
OCR01042,4516
OCR01166,4612
OCR01255,4588
OCR00257,4279
OCR01209,4624
OCR00168,4410
OCR01208,4589
OCR01208,4420
OCR00482,4288
OCR00856,4463
OCR01496,4439
OCR00026,4279
OCR02670,4803
OCR00037,4281
OCR01628,4757
OCR00989,4548
OCR00419,4372
OCR02226,4781
OCR00022,4421
OCR00209,4357
OCR03062,14041
OCR03062,12703
OCR01845,4464
OCR01430,4693
OCR02873,13665
OCR01970,4784
OCR01428,4692
OCR02035,4723
OCR00098,4281
OCR02834,13042
OCR03330,13849
OCR00591,4326
OCR00591,4293
OCR02312,10670
OCR03171,10900
OCR03000,4279
OCR00827,4503
OCR01905,5177
OCR01905,5176
OCR00156,4294
OCR01531,4531
OCR03442,13849
OCR03253,14594
OCR01931,5320
OCR01931,5322
OCR01931,5321
OCR01931,4786
OCR01987,4651
OCR00791,4494
OCR02329,9528
OCR01231,10693
OCR01231,4548
OCR01912,4772
OCR00839,4493
OCR02047,9947
OCR00065,4290
OCR01200,4620
OCR00187,4411
OCR02919,13669
OCR01241,4634
OCR00319,4292
OCR02333,10683
OCR02331,4553
OCR01681,4770
OCR00716,4468
OCR02058,4584
OCR01861,5130
OCR01197,4548
OCR01197,10694
OCR01408,4548
OCR01185,4280
OCR00454,4409
OCR03058,13845
OCR03058,10893
OCR03308,14964
OCR03129,14040
OCR02124,4793
OCR00422,4305
OCR02135,5043
OCR01184,4285
OCR02900,4639
OCR02014,5793
OCR01050,10693
OCR01050,4548
OCR01978,4793
OCR00743,4468
OCR01020,4285
OCR01426,4628
OCR02143,4651
OCR02608,10671
OCR02608,12065
OCR02381,10692
OCR02946,8998
OCR01688,4772
OCR02142,4605
OCR01133,4575
OCR03399,13849
OCR02144,4754
OCR02144,4695
OCR00879,4419
OCR01400,4651
OCR00853,4468
OCR02266,4651
OCR02951,13854
OCR01840,5043
OCR00335,4335
OCR03479,15315
OCR03064,11963
OCR00784,4492
OCR01086,4583
OCR01318,4640
OCR01318,4516
OCR00102,4335
OCR02346,4655
OCR01370,4584
OCR01940,5043
OCR02011,5792
OCR03361,6002
OCR02568,12546
OCR02568,12547
OCR02568,4605
OCR02568,12064
OCR03383,4759
OCR02924,13856
OCR02315,10897
OCR03065,14129
OCR01577,4737
OCR01995,5654
OCR01995,5653
OCR02496,11928
OCR02141,4793
OCR02141,9962
OCR02481,11773
OCR02992,6002
OCR02954,13849
OCR01153,4484
OCR03142,11773
OCR03142,13046
OCR03469,10670
OCR01364,4651
OCR01150,4605
OCR01140,4501
OCR03478,4624
OCR03438,10670
OCR03438,10671
OCR02270,10672
OCR03398,11774
OCR03398,13677
OCR01575,4697
OCR01950,4795
OCR01435,4637
OCR02605,5043
OCR02043,4692
OCR02872,11940
OCR02872,13054
OCR02861,4724
OCR02861,4659
OCR02861,12064
OCR02861,4628
OCR00368,4279
OCR00216,4334
OCR00109,4335
OCR00533,4326
OCR02966,4751
OCR01529,4326
OCR03513,15564
OCR03296,14596
OCR00203,4336
OCR03106,4659
OCR03106,4628
OCR00966,4377
OCR01732,4595
OCR00556,4337
OCR03382,10893
OCR03288,14931
OCR00753,4279
OCR00861,4168
OCR03347,14932
OCR01333,4659
OCR01438,4696
OCR02826,13046
OCR00150,4281
OCR02528,5396
OCR03015,14064
OCR02905,12312
OCR03262,13042
OCR02577,8353
OCR02577,4732
OCR01045,4569
OCR00659,4449
OCR03201,13849
OCR03168,8640
OCR03168,14337
OCR03071,13849
OCR02914,11773
OCR02914,13046
OCR02914,13147
OCR00539,4289
OCR02328,4635
OCR02328,10683
OCR03450,4729
OCR03450,12421
OCR02733,5131
OCR02054,8998
OCR02116,8998
OCR02116,4695
OCR02243,5655
OCR01417,4579
OCR01417,4516
OCR02055,5178
OCR02893,8998
OCR03099,5409
OCR03099,6144
OCR03099,8998
OCR03099,13677
OCR02902,4655
OCR02902,11914
OCR03186,8998
OCR03482,14375
OCR02928,12711
OCR02554,12107
OCR02334,10576
OCR01079,4482
OCR03304,14944
OCR01917,4793
OCR02983,4320
OCR02520,11961
OCR02412,11496
OCR03503,14375
OCR02330,11143
OCR01422,4664
OCR02086,5037
OCR01124,4484
OCR02100,4558
OCR03352,15062
OCR02799,13046
OCR02799,10690
OCR02799,13053
OCR03558,15770
OCR03018,13046
OCR03018,13053
OCR02967,13046
OCR03321,8998
OCR01788,4797
OCR01639,4558
OCR01591,4482
OCR03223,14494
OCR03431,15311
OCR03048,13046
OCR03020,14126
OCR00668,4303
OCR02206,5182
OCR00596,4279
OCR01186,4279
OCR01394,4598
OCR00378,4279
OCR02184,10222
OCR02607,10661
OCR00045,4281
OCR02179,5198
OCR02179,10271
OCR02179,10270
OCR02179,10272
OCR02180,10273
OCR02180,4595
OCR02420,9047
OCR03244,4703
OCR03182,14360
OCR03182,4695
OCR03484,14328
OCR01666,4574
OCR03333,13147
OCR00613,4297
OCR03298,8998
OCR03143,11774
OCR02744,4318
OCR01735,4553
OCR03130,4324
OCR03130,4694
OCR00435,36
OCR00803,4388
OCR02831,12703
OCR00869,4519
OCR00516,4308
OCR01674,4768
OCR00505,4297
OCR01835,4440
OCR01633,4297
OCR02856,4543
OCR00549,4415
OCR02603,11963
OCR03188,13740
OCR01982,4773
OCR02113,4781
OCR01569,4735
OCR01003,4529
OCR02076,4440
OCR02075,5406
OCR01392,4649
OCR01392,4664
OCR00157,4334
OCR01326,4657
OCR00972,4544
OCR02918,11929
OCR03395,4313
OCR00764,4487
OCR00277,4429
OCR02387,10898
OCR00044,4340
OCR00862,4515
OCR00937,4450
OCR00816,4321
OCR01837,5034
OCR00810,4499
OCR03163,4787
OCR03122,10663
OCR00302,4338
OCR03475,14461
OCR03267,5420
OCR03267,4729
OCR03267,12421
OCR03424,14927
OCR03423,4724
OCR03455,14927
OCR03551,5043
OCR03474,15047
OCR03425,12559
OCR03425,4724
OCR03422,10665
OCR03443,4543
OCR03443,15320
OCR03443,5043
OCR01379,4635
OCR01976,5511
OCR02009,4306
OCR03229,4543
OCR01863,5036
OCR00532,4399
OCR01871,4626
OCR01871,4742
OCR01736,4765
OCR01790,4799
OCR03465,14461
OCR03421,14499
OCR03421,14461
OCR03316,10893
OCR03316,13147
OCR01900,4331
OCR03401,13147
OCR03115,13045
OCR01962,5043
OCR00496,4280
OCR02205,4501
OCR03506,15561
OCR01565,4733
OCR03416,14858
OCR01988,4748
OCR02564,10136
OCR01956,5394
OCR01956,4440
OCR01737,4782
OCR01737,11002
OCR00262,4290
OCR02436,4574
OCR02355,4798
OCR00840,4479
OCR02458,11937
OCR02349,4440
OCR02351,5198
OCR02351,4605
OCR02353,4555
OCR02664,5043
OCR02518,11943
OCR00927,4318
OCR00927,4301
OCR02848,5655
OCR02419,4777
OCR02578,5655
OCR02352,5420
OCR02352,4367
OCR00955,4530
OCR02428,5420
OCR02428,4720
OCR02428,4695
OCR02348,5420
OCR02357,11356
OCR02350,4595
OCR02588,11937
OCR02479,5184
OCR02774,4697
OCR02774,4726
OCR02774,4787
OCR02354,5655
OCR01530,4549
OCR02356,4759
OCR02395,10692
OCR01470,4664
OCR03336,11782
OCR02156,4699
OCR00488,4350
OCR02379,4699
OCR03035,4703
OCR01296,226
OCR01296,68
OCR01296,171
OCR01296,328
OCR00855,4513
OCR00093,4356
OCR00324,4407
OCR00457,4414
OCR00615,4407
OCR00793,4479
OCR00727,4802
OCR01034,4566
OCR02501,4313
OCR01665,5097
OCR01665,4586
OCR00947,4539
OCR02020,4758
OCR03536,15751
OCR02508,11945
OCR00969,4313
OCR01447,4420
OCR02929,5040
OCR02056,4643
OCR01264,4607
OCR02978,13045
OCR00383,4279
OCR01177,4320
OCR01922,4777
OCR01922,4695
OCR03388,10671
OCR03388,10670
OCR00649,4434
OCR01705,4749
OCR00200,4301
OCR00191,4282
OCR01344,4516
OCR00663,4388
OCR01923,4777
OCR01923,4751
OCR00404,4318
OCR02022,4787
OCR01985,4754
OCR01022,4515
OCR02057,5040
OCR00477,4298
OCR00589,4435
OCR01062,4540
OCR01796,4789
OCR01972,4697
OCR01972,4726
OCR01972,4787
OCR01921,4486
OCR01920,4707
OCR03221,14376
OCR01225,4403
OCR00747,4388
OCR02085,4777
OCR02085,5420
OCR03236,4324
OCR03236,4694
OCR01038,4486
OCR00310,4320
OCR00785,4493
OCR00983,4516
OCR03334,12064
OCR00651,4298
OCR01630,4455
OCR01630,4432
OCR00650,4434
OCR00592,4388
OCR01919,4694
OCR01319,4507
OCR02465,4318
OCR01918,4555
OCR03364,12710
OCR03181,4607
OCR03040,4543
OCR01362,4658
OCR03378,13046
OCR03378,4793
OCR02859,13046
OCR02859,13147
OCR01434,4640
OCR00176,4295
OCR03197,10124
OCR02632,5315
OCR02574,4729
OCR02574,4765
OCR02968,13147
OCR02640,12364
OCR00390,4408
OCR00445,4345
OCR00571,4364
OCR01489,4705
OCR02384,4671
OCR00447,4281
OCR00303,4361
OCR03523,15612
OCR01475,4618
OCR00632,4440
OCR00513,4413
OCR00769,4490
OCR00082,4412
OCR02332,5406
OCR02630,5409
OCR02630,11899
OCR02630,5420
OCR00674,4279
OCR00624,4346
OCR02634,4313
OCR01202,4293
OCR00924,4326
OCR01493,4649
OCR03230,10669
OCR03136,14369
